pvc_lemmas,file_path,row,is_phrasal,annotator_agreement_percentage,sents,aligned_idxs,verbs_fixed,sent_string,verb_string
"['get', 'off']",B/BP/BP8.xml,14,true,0.6996,"['When', 'it', 'was', 'time', 'to', 'get', 'off', 'the', 'bus', ',', 'he', 'gave', 'me', 'what', 'I', 'thought', 'was', 'a', 'friendly', 'smile', ',', 'and', 'said', ',', 'It', ""'s"", 'all', 'right', ',', 'dear', ',', 'I', 'agree', 'with', 'you', '.']","[5, 6]","['get', 'off']","When it was time to get off the bus , he gave me what I thought was a friendly smile , and said , It 's all right , dear , I agree with you .",get off
"['get', 'out']",K/KC/KC2.xml,5253,true,1.0,"['and', 'Marion', ""'s"", 'and', 'if', 'the', 'one', 'that', ""'s"", 'nearest', 'the', 'house', 'wants', 'to', 'get', 'out', 'first', 'everybody', 'else', 'has', 'to', 'move', '.']","[14, 15]","['get', 'out']",and Marion 's and if the one that 's nearest the house wants to get out first everybody else has to move .,get out
"['give', 'in']",A/A0/A0J.xml,246,false,1.0,"['One', 'simple', 'injection', ',', 'normally', 'given', 'in', 'the', 'autumn', ',', 'can', 'help', 'to', 'protect', 'you', 'right', 'through', 'the', 'cold', 'months', 'when', 'flu', 'is', 'most', 'prevalent', '.']","[5, 6]","['given', 'in']","One simple injection , normally given in the autumn , can help to protect you right through the cold months when flu is most prevalent .",given in
"['give', 'in']",G/GV/GVJ.xml,1286,false,1.0,"['The', 'piece', 'begins', 'with', 'the', 'horn', 'solo', 'given', 'in', 'Example', ':', 'Having', 'first', 'used', 'fourths', 'melodically', ',', 'Schoenberg', 'then', 'combines', 'them', 'vertically', ',', 'as', 'harmony', '.']","[7, 8]","['given', 'in']","The piece begins with the horn solo given in Example : Having first used fourths melodically , Schoenberg then combines them vertically , as harmony .",given in
"['make', 'for']",G/G0/G0D.xml,1772,true,1.0,"['Ravenhill', 'saw', 'the', 'revelations', 'of', 'medicine', 'and', 'eugenics', 'pointing', 'to', 'a', 'greater', 'role', 'for', 'women', ',', 'not', 'only', 'as', 'mothers', 'but', 'as', 'guardians', 'of', 'those', 'aesthetic', 'qualities', 'which', 'made', 'for', 'physical', ',', 'intellectual', 'and', 'moral', 'progress', '.']","[28, 29]","['made', 'for']","Ravenhill saw the revelations of medicine and eugenics pointing to a greater role for women , not only as mothers but as guardians of those aesthetic qualities which made for physical , intellectual and moral progress .",made for
"['make', 'for']",C/C9/C9K.xml,1849,true,1.0,"['As', 'the', 'through', 'neck', 'naturally', 'runs', 'parallel', 'to', 'the', 'body', ',', 'the', 'bridge', 'and', 'pickups', 'all', 'sit', 'square', ',', 'too', ',', 'making', 'for', 'a', 'concise', 'and', 'geometrically', 'consistent', 'look', 'and', 'feel', '.']","[21, 22]","['making', 'for']","As the through neck naturally runs parallel to the body , the bridge and pickups all sit square , too , making for a concise and geometrically consistent look and feel .",making for
"['make', 'for']",K/K4/K4V.xml,1173,true,0.663,"['The', 'Government', 'Commissioners', 'came', 'on', 'board', 'to', 'ask', 'every', 'person', 'if', 'they', 'had', 'any', 'complaints', 'to', 'make', 'for', 'the', 'treatment', 'during', 'the', 'voyage', '.']","[16, 17]","['make', 'for']",The Government Commissioners came on board to ask every person if they had any complaints to make for the treatment during the voyage .,make for
"['get', 'it', 'on']",K/KC/KCT.xml,8064,true,0.6696,"['Ah', 'no', 'ours', 'are', 'just', 'you', 'could', ""n't"", 'tell', 'you', ""'d"", 'got', 'it', 'on', '.']","[11, 12, 13]","['got', 'it', 'on']",Ah no ours are just you could n't tell you 'd got it on .,got it on
"['take', 'on']",K/K9/K9S.xml,198,true,1.0,"['PROJECTS', 'need', 'to', 'be', 'financed', ',', 'and', 'British', 'Gas', 'has', 'rules', 'which', 'determine', 'how', 'much', 'we', 'spend', 'when', 'taking', 'on', 'new', 'customers', 'Maximum', 'permitted', 'outlay', 'or', 'MPO', '.']","[18, 19]","['taking', 'on']","PROJECTS need to be financed , and British Gas has rules which determine how much we spend when taking on new customers Maximum permitted outlay or MPO .",taking on
"['take', 'on']",E/EA/EAK.xml,85,false,0.7014,"['Scientists', 'on', 'both', 'sides', 'of', 'the', 'Atlantic', 'have', 'said', 'that', 'the', 'so-called', 'Concorde', 'trial', 'confirms', 'what', 'many', 'had', 'felt', 'for', 'a', 'long', 'time', ',', 'namely', 'that', 'AZT', 'taken', 'on', 'its', 'own', 'is', 'likely', 'to', 'be', 'limited', 'in', 'delaying', 'the', 'onset', 'of', 'AIDS', '.']","[27, 28]","['taken', 'on']","Scientists on both sides of the Atlantic have said that the so-called Concorde trial confirms what many had felt for a long time , namely that AZT taken on its own is likely to be limited in delaying the onset of AIDS .",taken on
"['get', 'on', 'with']",C/CJ/CJF.xml,903,true,1.0,"['The', 'Ferret', 'was', 'never', 'happy', 'when', 'anyone', 'other', 'than', 'himself', 'was', 'examining', 'a', 'scene', 'of', 'crime', 'and', 'it', 'seemed', 'to', 'Dalgliesh', 'that', 'his', 'impatience', 'to', 'get', 'on', 'with', 'the', 'job', 'came', 'through', 'the', 'wall', 'as', 'a', 'palpable', 'force', '.']","[25, 26, 27]","['get', 'on', 'with']",The Ferret was never happy when anyone other than himself was examining a scene of crime and it seemed to Dalgliesh that his impatience to get on with the job came through the wall as a palpable force .,get on with
"['get', 'at']",A/AB/ABW.xml,1303,true,1.0,"['But', 'still', 'her', 'mind', 'looked', 'back', ',', 'of', 'its', 'own', 'accord', ',', 'to', 'Lajos', ',', 'the', 'harpies', 'of', 'the', 'women', ""'s"", 'magazine', ',', 'Algox', ',', 'and', 'it', 'seemed', 'she', 'had', 'always', 'been', 'got', 'at', ',', 'and', 'they', 'were', 'still', 'getting', 'at', 'her', '.']","[32, 33]","['got', 'at']","But still her mind looked back , of its own accord , to Lajos , the harpies of the women 's magazine , Algox , and it seemed she had always been got at , and they were still getting at her .",got at
"['get', 'on']",F/FU/FU1.xml,2601,false,1.0,"['Pam', 'loves', 'children', 'but', 'she', 'does', ""n't"", 'like', 'them', 'when', 'they', ""'re"", 'mobile', ',', 'it', 'gets', 'on', 'her', 'nerves', '.']","[15, 16]","['gets', 'on']","Pam loves children but she does n't like them when they 're mobile , it gets on her nerves .",gets on
"['take', 'on']",C/C9/C9W.xml,980,true,1.0,"['Before', 'I', 'can', 'take', 'on', 'such', 'a', 'patient', 'I', 'naturally', 'ask', 'him', 'to', 'consult', 'his', 'doctor', 'to', 'ensure', 'that', 'there', 'is', 'no', 'physical', 'cause', 'for', 'the', 'problem', '.']","[3, 4]","['take', 'on']",Before I can take on such a patient I naturally ask him to consult his doctor to ensure that there is no physical cause for the problem .,take on
"['make', 'out']",H/H9/H9D.xml,2189,true,1.0,"['Actually', ',', 'I', 'would', ""n't"", 'mind', 'at', 'all', ',', 'because', 'as', 'far', 'as', 'I', 'can', 'make', 'out', 'Walter', 'was', 'an', 'amiable', 'scamp', '.']","[15, 16]","['make', 'out']","Actually , I would n't mind at all , because as far as I can make out Walter was an amiable scamp .",make out
"['take', 'on']",C/CH/CHS.xml,214,true,1.0,"['To', 'overcome', 'this', 'problem', 'in', 'the', 'short-term', ',', 'firms', 'may', 'well', 'find', 'themselves', 'taking', 'on', 'a', 'number', 'of', 'small', 'sites', 'in', 'the', 'general', 'area', '.']","[13, 14]","['taking', 'on']","To overcome this problem in the short-term , firms may well find themselves taking on a number of small sites in the general area .",taking on
"['make', 'out']",C/CA/CAB.xml,407,true,1.0,"['Straining', 'his', 'eyes', ',', 'he', 'could', 'just', 'make', 'out', 'the', 'two', 'boxes', 'which', 'were', 'stacked', 'in', 'the', 'far', 'corner', 'of', 'the', 'room', 'and', 'a', 'picture', 'frame', 'which', 'was', 'propped', 'up', 'against', 'them', '.']","[7, 8]","['make', 'out']","Straining his eyes , he could just make out the two boxes which were stacked in the far corner of the room and a picture frame which was propped up against them .",make out
"['have', 'on']",H/HJ/HJA.xml,2164,false,1.0,"['We', 'now', 'have', 'on', 'order', 'an', 'entry-level', 'image', 'analysis', 'system', ',', 'consisting', 'of', 'a', 'PC', 'with', 'a', 'large', 'disk', 'Gb', ',', 'frame-grabber', ',', 'video', 'camera', ',', 'and', 'software', 'for', 'analysis', '.']","[2, 3]","['have', 'on']","We now have on order an entry-level image analysis system , consisting of a PC with a large disk Gb , frame-grabber , video camera , and software for analysis .",have on
"['make', 'for']",B/BN/BN3.xml,2223,true,1.0,"['She', 'excused', 'herself', 'when', 'halfway', 'through', 'the', 'meal', ',', 'and', 'made', 'for', 'the', 'ladies', 'room', '.']","[10, 11]","['made', 'for']","She excused herself when halfway through the meal , and made for the ladies room .",made for
"['take', 'on']",A/A8/A8B.xml,27,true,0.6742,"['Last', 'year', 'Rover', 'took', 'on', 'apprentices', 'at', 'Swindon', 'and', 'this', 'year', 'the', 'figure', 'will', 'be', '.']","[3, 4]","['took', 'on']",Last year Rover took on apprentices at Swindon and this year the figure will be .,took on
"['make', 'for']",H/HH/HH1.xml,230,false,1.0,"['And', 'her', 'soft', ',', 'full-lipped', 'mouth', 'was', 'made', 'for', 'kissing', '.']","[7, 8]","['made', 'for']","And her soft , full-lipped mouth was made for kissing .",made for
"['get', 'out']",H/HW/HWH.xml,254,true,0.646,"['Additionally', ',', 'the', 'process', 'could', 'get', 'out', 'of', 'hand', '.']","[5, 6]","['get', 'out']","Additionally , the process could get out of hand .",get out
"['get', 'out']",G/G3/G3G.xml,2325,false,0.6437,"['I', 'wanted', 'to', 'get', 'out', 'before', 'anything', 'worse', 'happened', '.']","[3, 4]","['get', 'out']",I wanted to get out before anything worse happened .,get out
"['get', 'off']",K/K6/K6M.xml,330,true,1.0,"['And', 'then', 'Saturday', ',', 'it', 'meant', 'they', 'got', 'off', 'on', 'the', 'Sunday', 'and', 'the', 'Monday', ',', 'they', 'got', 'their', 'long', 'weekend', 'you', 'see', ',', 'when', 'they', 'reached', 'the', 'Saturday', '.']","[7, 8]","['got', 'off']","And then Saturday , it meant they got off on the Sunday and the Monday , they got their long weekend you see , when they reached the Saturday .",got off
"['give', 'in']",F/FM/FM5.xml,747,false,1.0,"['Brilliant', 'go', 'on', 'see', 'if', 'that', ""'s"", 'well', 'I', ""'m"", 'saying', 'so', 'see', 'if', 'that', ""'s"", 'what', 'it', 'gives', 'in', 'the', 'book', '.']","[18, 19]","['gives', 'in']",Brilliant go on see if that 's well I 'm saying so see if that 's what it gives in the book .,gives in
"['make', 'for']",F/FC/FCM.xml,159,false,0.7331,"['The', 'Official', 'Solicitor', ""'s"", 'report', 'is', 'particularly', 'relevant', 'because', ',', 'although', 'made', 'for', 'the', 'limited', 'purpose', 'mentioned', 'above', ',', 'it', 'is', 'the', 'report', 'of', 'an', 'independent', 'guardian', 'ad', 'litem', 'which', 'makes', 'clear', 'that', 'all', 'the', 'children', 'are', 'opposed', 'to', 'any', 'suggestion', 'that', 'they', 'should', 'return', 'to', 'the', 'foster', 'mother', 'and', 'her', 'family', '.']","[11, 12]","['made', 'for']","The Official Solicitor 's report is particularly relevant because , although made for the limited purpose mentioned above , it is the report of an independent guardian ad litem which makes clear that all the children are opposed to any suggestion that they should return to the foster mother and her family .",made for
"['get', 'over']",B/BM/BMW.xml,428,true,1.0,"['He', 'had', 'gone', 'out', 'of', 'her', 'life', 'suddenly', 'and', 'without', 'explanation', 'and', 'try', 'as', 'she', 'might', 'Theresa', 'simply', 'could', 'not', 'get', 'over', 'losing', 'him', '.']","[20, 21]","['get', 'over']",He had gone out of her life suddenly and without explanation and try as she might Theresa simply could not get over losing him .,get over
"['get', 'down', 'to']",K/KC/KCP.xml,2696,true,1.0,"['But', 'I', 'got', 'down', 'to', 'ten', 'stone', '.']","[2, 3, 4]","['got', 'down', 'to']",But I got down to ten stone .,got down to
"['give', 'in']",F/FP/FPH.xml,88,true,1.0,"['When', 'she', 'came', 'in', 'to', 'see', 'her', ',', 'Ma', ""'s"", 'eyes', 'would', 'fill', 'with', 'tears', 'and', 'then', 'Lily', 'would', 'very', 'nearly', 'give', 'in', '.']","[21, 22]","['give', 'in']","When she came in to see her , Ma 's eyes would fill with tears and then Lily would very nearly give in .",give in
"['get', 'out']",C/CH/CHK.xml,1761,true,1.0,"['If', 'I', 'can', 'get', 'out', 'onto', 'the', 'hill', 'for', 'rescues', ',', 'then', 'that', ""'s"", 'good', 'but', 'that', 'ca', ""n't"", 'always', 'be', 'guaranteed', 'with', 'the', 'work', 'commitments', 'you', 'have', 'as', 'a', 'doctor', '.']","[3, 4]","['get', 'out']","If I can get out onto the hill for rescues , then that 's good but that ca n't always be guaranteed with the work commitments you have as a doctor .",get out
"['make', 'for']",E/EW/EWA.xml,694,false,0.6814,"['Other', ',', 'similar', ',', 'measures', 'can', 'be', 'made', 'for', 'phonemes', 'per', 'syllable', ',', 'morphemes', 'per', 'word', ',', 'etc', '.']","[7, 8]","['made', 'for']","Other , similar , measures can be made for phonemes per syllable , morphemes per word , etc .",made for
"['take', 'on']",A/A8/A8H.xml,362,true,1.0,"['IN', 'A', 'move', 'which', 'highlights', 'the', 'hard', 'times', 'facing', 'the', 'City', ',', 'more', 'than', 'institutions', 'yesterday', 'agreed', 'to', 'take', 'on', 'the', 'risk', 'of', 'underwriting', 'the', 'water', 'sell-off', 'at', 'commission', 'rates', 'worth', 'a', 'total', 'of', 'just', '.']","[18, 19]","['take', 'on']","IN A move which highlights the hard times facing the City , more than institutions yesterday agreed to take on the risk of underwriting the water sell-off at commission rates worth a total of just .",take on
"['get', 'together']",G/GV/GV8.xml,1382,true,0.6767,"['Maybe', 'we', 'could', 'get', 'together', 'then', '.']","[3, 4]","['get', 'together']",Maybe we could get together then .,get together
"['get', 'off']",K/KB/KB8.xml,6217,false,0.6437,"['So', 'they', 'just', 'casually', 'got', 'off', 'and', 'walked', 'away', '.']","[4, 5]","['got', 'off']",So they just casually got off and walked away .,got off
"['get', 'on', 'with']",K/KN/KNF.xml,221,true,1.0,"['Well', 'I', 'know', 'but', 'I', ""'m"", 'talking', 'about', ',', 'with', 'break', 'ins', ',', 'I', 'mean', ',', 'people', 'are', 'a', 'a', 'I', 'think', 'are', 'getting', 'on', 'with', 'it', 'and', 'there', ""'s"", 'no', 'deterrent', 'for', 'the']","[23, 24, 25]","['getting', 'on', 'with']","Well I know but I 'm talking about , with break ins , I mean , people are a a I think are getting on with it and there 's no deterrent for the",getting on with
"['give', 'in']",G/GV/GVJ.xml,1260,false,1.0,"['Virtually', 'the', 'whole', 'movement', 'comprises', 'a', 'double', 'canon', 'which', 'begins', 'as', 'in', 'the', 'second', 'violin', 'and', 'viola', 'parts', 'given', 'in', 'Example', 'these', 'parts', 'first', 'being', 'played', 'by', 'first', 'violin', 'and', 'viola', ':', 'The', 'point', 'at', 'which', 'our', 'example', 'begins', 'is', 'the', 'first', 'entry', 'of', 'the', 'full', 'orchestra', ',', 'with', 'the', 'first', 'and', 'second', 'violins', 'in', 'one', 'canon', 'and', 'the', 'violas', 'and', 'basses', 'in', 'another', '.']","[18, 19]","['given', 'in']","Virtually the whole movement comprises a double canon which begins as in the second violin and viola parts given in Example these parts first being played by first violin and viola : The point at which our example begins is the first entry of the full orchestra , with the first and second violins in one canon and the violas and basses in another .",given in
"['make', 'for']",K/K8/K8R.xml,2470,true,0.6927,"['She', 'cringed', 'back', 'from', 'him', ',', 'pressing', 'herself', 'against', 'the', 'stove', ',', 'wondering', 'if', 'she', 'could', 'edge', 'past', 'and', 'make', 'for', 'the', 'door', '.']","[19, 20]","['make', 'for']","She cringed back from him , pressing herself against the stove , wondering if she could edge past and make for the door .",make for
"['make', 'for']",C/CL/CLE.xml,1066,true,0.6693,"['We', 'may', 'therefore', 'conclude', 'in', 'relation', 'to', 'bargaining', 'structures', 'whether', 'centralised', 'or', 'decentralised', 'that', 'although', 'there', 'are', 'clearly', 'forces', 'making', 'for', 'change', 'in', 'all', 'countries', 'their', 'extent', 'should', ',', 'perhaps', ',', 'not', 'be', 'over-estimated', 'especially', 'not', 'those', 'changes', 'which', 'may', 'appear', 'to', 'produce', 'convergent', 'systems', '.']","[19, 20]","['making', 'for']","We may therefore conclude in relation to bargaining structures whether centralised or decentralised that although there are clearly forces making for change in all countries their extent should , perhaps , not be over-estimated especially not those changes which may appear to produce convergent systems .",making for
"['get', 'out']",J/JY/JY1.xml,2020,true,0.656,"['She', 'did', 'get', 'out', 'of', 'his', 'car', 'without', 'a', 'word', 'when', 'he', 'stopped', 'it', 'outside', 'her', 'address', 'but', 'so', 'did', 'he', '.']","[2, 3]","['get', 'out']",She did get out of his car without a word when he stopped it outside her address but so did he .,get out
"['get', 'on']",K/KD/KD8.xml,8197,false,0.796,"['Yeah', 'and', 'Annika', 'Rice', 'gets', 'on', 'the', 'phone', 'and', 'first', 'of', 'all', 'she', 'thought', 'oh', ',', 'oh', ',', 'I', 'do', ""n't"", 'think', 'there', ""'s"", 'gon', 'na', 'be', 'an', 'answer', ',', 'I', ',', 'I', 'do', ""n't"", 'think', 'there', ""'s"", 'gon', 'na', 'be', 'anyone', 'in', ',', 'why', 'are', ""n't"", 'they', 'watching', 'us', ',', 'why', 'are', ""n't"", 'they', 'watching']","[4, 5]","['gets', 'on']","Yeah and Annika Rice gets on the phone and first of all she thought oh , oh , I do n't think there 's gon na be an answer , I , I do n't think there 's gon na be anyone in , why are n't they watching us , why are n't they watching",gets on
"['make', 'out']",F/FP/FP0.xml,222,true,1.0,"['Suddenly', ',', 'beyond', ',', 'in', 'the', 'black', 'solidity', 'she', 'could', 'make', 'out', 'the', 'pattern', 'in', 'the', 'sun-whitened', 'rocks', ':', 'the', 'lips', 'of', 'craters', '.']","[10, 11]","['make', 'out']","Suddenly , beyond , in the black solidity she could make out the pattern in the sun-whitened rocks : the lips of craters .",make out
"['have', 'on']",H/HH/HHV.xml,8860,false,0.6693,"['To', 'ask', 'the', 'Secretary', 'of', 'State', 'for', 'Northern', 'Ireland', 'what', 'information', 'he', 'has', 'on', 'the', 'number', 'of', 'orders', ',', 'and', 'for', 'what', 'types', 'of', 'vessels', ',', 'held', 'by', 'shipbuilders', 'in', 'Northern', 'Ireland', '.']","[12, 13]","['has', 'on']","To ask the Secretary of State for Northern Ireland what information he has on the number of orders , and for what types of vessels , held by shipbuilders in Northern Ireland .",has on
"['get', 'out']",K/KB/KBV.xml,503,true,0.6649,"['ah', ',', 'she', 'was', 'getting', 'out', 'of', 'there']","[4, 5]","['getting', 'out']","ah , she was getting out of there",getting out
"['get', 'out']",B/BN/BN6.xml,196,true,0.6466,"['Both', 'girls', 'were', 'keen', 'cyclists', 'and', 'since', 'they', 'lived', 'near', 'the', 'road', 'they', 'could', 'get', 'out', 'and', 'about', '.']","[14, 15]","['get', 'out']",Both girls were keen cyclists and since they lived near the road they could get out and about .,get out
"['give', 'in']",H/HH/HHV.xml,6323,false,1.0,"['For', 'the', 'reasons', 'that', 'I', 'gave', 'in', 'answer', 'to', 'my', 'hon.', 'Friend', 'the', 'Member', 'for', 'Bexleyheath', 'Mr.', 'Townsend', ',', 'I', 'believe', 'that', 'we', 'are', 'looking', 'after', 'the', 'interests', 'and', 'future', 'of', 'the', 'wood', 'as', 'thoroughly', 'as', 'any', 'reasonable', 'person', 'could', '.']","[5, 6]","['gave', 'in']","For the reasons that I gave in answer to my hon. Friend the Member for Bexleyheath Mr. Townsend , I believe that we are looking after the interests and future of the wood as thoroughly as any reasonable person could .",gave in
"['get', 'off']",F/FP/FP9.xml,898,true,0.6773,"['If', 'you', 'ca', ""n't"", 'stand', 'the', 'heat', ',', 'get', 'off', 'the', 'beach']","[8, 9]","['get', 'off']","If you ca n't stand the heat , get off the beach",get off
"['make', 'for']",H/HS/HS1.xml,111,false,1.0,"['Carpets', 'with', 'borders', 'were', 'custom', 'made', 'for', 'the', 'large', 'public', 'areas', 'and', 'standard', 'ranges', 'were', 'used', 'for', 'the', 'bedrooms', '.']","[5, 6]","['made', 'for']",Carpets with borders were custom made for the large public areas and standard ranges were used for the bedrooms .,made for
"['get', 'through']",H/HD/HDB.xml,398,true,1.0,"['As', 'you', 'may', 'have', 'guessed', ',', 'we', 'did', ""n't"", 'get', 'through', 'that', 'round', ',', 'but', 'getting', 'to', 'London', 'meant', 'that', 'we', 'were', 'one', 'of', 'the', 'best', 'bands', 'for', 'our', 'age', 'fifteen', 'to', 'sixteen', 'years', 'in', 'East', 'Anglia', '.']","[9, 10]","['get', 'through']","As you may have guessed , we did n't get through that round , but getting to London meant that we were one of the best bands for our age fifteen to sixteen years in East Anglia .",get through
"['get', 'on', 'with']",K/KC/KC0.xml,4711,true,1.0,"['You', ""'d"", 'better', 'get', 'on', 'with', 'it', 'and', 'do', 'it', 'now', '.']","[3, 4, 5]","['get', 'on', 'with']",You 'd better get on with it and do it now .,get on with
"['get', 'through']",K/KB/KB9.xml,744,true,1.0,"['you', 'were', ""n't"", 'in', 'and', 'I', 'could', ""n't"", ',', 'I', 'could', ""n't"", 'find', 'telephone', 'number', 'to', 'give', 'him', 'a', 'ring', ',', 'I', ""'ve"", 'just', 'got', ',', 'I', ""'ve"", 'just', 'got', 'through', 'to', 'Directory', 'Enquiries', ',', 'got', 'the', 'number', ',', 'just', 'gon', 'na', 'dial', 'it', 'and', 'gran', 'says', 'Annette', ""'s"", 'home', '.']","[29, 30]","['got', 'through']","you were n't in and I could n't , I could n't find telephone number to give him a ring , I 've just got , I 've just got through to Directory Enquiries , got the number , just gon na dial it and gran says Annette 's home .",got through
"['make', 'out']",A/A1/A1B.xml,459,true,1.0,"['I', 'was', 'trying', 'to', 'make', 'out', 'what', 'sort', 'of', 'creature', 'I', 'was', 'going', 'to', 'be', 'living', 'with', '.']","[4, 5]","['make', 'out']",I was trying to make out what sort of creature I was going to be living with .,make out
"['get', 'on']",F/FU/FU2.xml,1554,true,1.0,"['""', 'Better', 'get', 'on', ',', 'I', 'suppose', '.', '""']","[2, 3]","['get', 'on']",""" Better get on , I suppose . """,get on
"['get', 'on']",K/K3/K35.xml,711,true,1.0,"['COUNCILLOR', 'John', 'Adams', ',', 'a', 'Unionist', 'member', 'of', 'Derry', 'City', 'Council', ',', 'got', 'on', 'well', 'with', 'Mrs', 'Jean', 'Kennedy', 'Smith', ',', 'the', 'US', 'Ambassador', 'to', 'Ireland', 'when', 'she', 'visited', 'the', 'maiden', 'city', '.']","[12, 13]","['got', 'on']","COUNCILLOR John Adams , a Unionist member of Derry City Council , got on well with Mrs Jean Kennedy Smith , the US Ambassador to Ireland when she visited the maiden city .",got on
"['give', 'in']",G/G1/G1C.xml,1610,false,1.0,"['The', 'most', 'highly', 'organised', 'and', 'valuable', 'system', 'of', 'giving', 'in', 'kind', 'is', 'the', 'gift', 'of', 'blood', '.']","[8, 9]","['giving', 'in']",The most highly organised and valuable system of giving in kind is the gift of blood .,giving in
"['get', 'on', 'with']",G/G3/G3P.xml,565,true,1.0,"['We', 'mostly', 'want', 'to', 'be', 'left', 'to', 'get', 'on', 'with', 'Afterwards', '.']","[7, 8, 9]","['get', 'on', 'with']",We mostly want to be left to get on with Afterwards .,get on with
"['get', 'off']",K/KP/KPG.xml,2955,false,0.6696,"['And', 'he', 'gives', 'it', 'to', 'him', 'and', 'the', 'man', 'goes', 'and', 'he', 'goes', 'what', '?', 'and', 'he', 'goes', 'and', 'he', 'goes', 'what', '?', 'and', 'he', 'goes', 'and', 'he', 'goes', 'what', '?', 'and', 'he', 'goes', 'and', 'he', 'goes', 'what', '?', 'and', 'he', 'goes', 'and', 'he', 'goes', 'get', 'off', 'of', 'this', 'train', ',', 'now', '!']","[45, 46]","['get', 'off']","And he gives it to him and the man goes and he goes what ? and he goes and he goes what ? and he goes and he goes what ? and he goes and he goes what ? and he goes and he goes get off of this train , now !",get off
"['give', 'in']",H/H8/H8L.xml,280,false,0.6733,"['In', 'plan', 'after', 'plan', 'and', 'page', 'after', 'page', ',', 'Doctor', 'Morris', 'amended', 'the', 'estimates', 'even', 'he', 'had', 'given', 'in', 'articles', 'previously', 'published', ',', 'and', 'disputed', 'various', 'claims', 'made', 'for', 'Aurae', 'Phiala', 'by', 'other', 'authorities', '.']","[17, 18]","['given', 'in']","In plan after plan and page after page , Doctor Morris amended the estimates even he had given in articles previously published , and disputed various claims made for Aurae Phiala by other authorities .",given in
"['make', 'for']",G/G0/G08.xml,1254,true,1.0,"['The', 'process', 'made', 'for', 'a', 'much', 'slower', 'reduction', 'in', 'unemployment', 'than', 'elsewhere', 'in', 'the', 'Yorkshire', ',', 'Derbyshire', 'and', 'Nottinghamshire', 'Coalfields', ',', 'and', 'there', 'were', 'fears', 'of', 'the', 'industry', 'being', 'cut', 'to', 'men', ',', 'with', 'the', 'possible', 'ending', 'of', 'mining', 'in', 'Scotland', ',', 'Wales', 'and', 'the', 'North', 'East', '.']","[2, 3]","['made', 'for']","The process made for a much slower reduction in unemployment than elsewhere in the Yorkshire , Derbyshire and Nottinghamshire Coalfields , and there were fears of the industry being cut to men , with the possible ending of mining in Scotland , Wales and the North East .",made for
"['get', 'on']",H/HT/HTW.xml,2130,true,1.0,"['We', 'did', ""n't"", 'get', 'on', 'at', 'all', '.']","[3, 4]","['get', 'on']",We did n't get on at all .,get on
"['get', 'about']",C/CT/CT0.xml,180,true,1.0,"['Sun', 'Microsystems', 'Inc', 'chief', 'executive', 'officer', ',', 'Scott', 'McNealy', ',', 'says', 'he', ""'s"", 'sick', 'and', 'tired', 'of', 'the', 'press', 'Intel', 'Corp', ""'s"", 'getting', 'about', 'chips', 'it', 'ca', ""n't"", 'deliver', '.']","[22, 23]","['getting', 'about']","Sun Microsystems Inc chief executive officer , Scott McNealy , says he 's sick and tired of the press Intel Corp 's getting about chips it ca n't deliver .",getting about
"['give', 'in']",F/FY/FYS.xml,1335,false,1.0,"['d', 'Certain', 'information', 'normally', 'required', 'to', 'be', 'given', 'in', 'the', 'notes', 'of', 'the', 'accounts', 'may', 'be', 'omitted', '.']","[7, 8]","['given', 'in']",d Certain information normally required to be given in the notes of the accounts may be omitted .,given in
"['get', 'on']",C/CA/CA8.xml,616,true,0.6767,"['Chubby', 'Eliot', 'and', 'self', 'had', 'a', 'bit', 'of', 'a', 'dogfight', 'for', 'a', 'while', 'trying', 'to', 'get', 'on', 'each', 'others', ""'"", 'tails', 'as', 'we', 'were', 'not', 'certain', 'the', 'other', 'was', 'not', 'a', 'until', 'we', 'saw', 'the', 'roundels', '.']","[15, 16]","['get', 'on']",Chubby Eliot and self had a bit of a dogfight for a while trying to get on each others ' tails as we were not certain the other was not a until we saw the roundels .,get on
"['do', 'up']",K/KB/KBW.xml,18718,true,1.0,"['All', ',', 'all', 'that', 'Manchester', 'Road', 'improvement', 'oh', 'it', ""'s"", 'all', 'been', 'done', 'up', 'you', 'see', '.']","[12, 13]","['done', 'up']","All , all that Manchester Road improvement oh it 's all been done up you see .",done up
"['take', 'on']",C/CB/CBE.xml,2358,true,1.0,"['Movie-goers', 'began', 'queuing', 'hours', 'before', 'doors', 'opened', 'for', 'the', 'film', ',', 'in', 'which', 'the', 'again', 'takes', 'on', 'robbers', 'Joe', 'Pesci', 'and', 'Daniel', 'Stern', '.']","[15, 16]","['takes', 'on']","Movie-goers began queuing hours before doors opened for the film , in which the again takes on robbers Joe Pesci and Daniel Stern .",takes on
"['take', 'on']",C/CG/CGE.xml,1156,true,1.0,"['Many', 'of', 'us', 'fail', 'to', 'realise', 'just', 'how', 'prejudiced', 'we', 'can', 'be', ',', 'for', 'our', 'prejudices', 'can', 'take', 'on', 'very', 'subtle', 'forms', '.']","[17, 18]","['take', 'on']","Many of us fail to realise just how prejudiced we can be , for our prejudices can take on very subtle forms .",take on
